Cruise,Cruise_ID,Day,Month,Year,Date,Latitude,Longitude,Analyst,Mesh_Size,TOTAL_DENSITY,BIOMASS,ASH,COPEPODS,CALANOIDS,CYCLOPOIDA,HAPARCTICOIDA,POECILOSTOMATOIDA,L_FISH,H_FISH,CHAETOGNATHA,CLADOCEROS,OSTRACODA,FORAMINIFERA,AMPHIPODS,ISOPODS,EUPHAUSIIDS,MISYDACEA,SERGESTID,L_CRUSTACEA,N_COPEPOD,C_COPEPOD,N_CIRRIPEDIA,C_CIRRIPEDIA,L_DECAPODA,L_STOMATOPODA,L_EUPHAUSIID,L_SERGESTID,POLICHAETES,L_CYPHONAUTES,MEDUSA,SIPHONOPHORES,CTENOPHORES,L_ECHINODERMS,PTEROPODS,HETEROPODS,GASTROPODS,L_CEPHALOPODA,L_BIVALVE,L_GASTROPOD,PROTOZOAN,RADIOLARIAN,APPENDICULARIANS,SALPS,DOLIOLIDS,BIVALVES,H_CRUSTACEA,L_ANFIOXUS,LUCIFER,JUV_GASTROPOD
105,CAR-105,5,10,2004,2004-10-05,10.5,-64.666,Javier Gutierrez,200,198.552,5.4,1.07,179.08,nd,nd,nd,nd,0,2.34,0.778597,1.56,3.11,9.34316,0.78,nd,0,0,nd,0,nd,nd,nd,nd,nd,nd,nd,nd,0.78,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0.78,0,0,0,0,nd,0,nd
105,CAR-105,5,10,2004,2004-10-05,10.5,-64.666,Javier Gutierrez,500,27,2.81,1.11,22.07,nd,nd,nd,nd,0.22,0.22,0.45,0.07,0.15,2.09,0.15,nd,0,0,0,1.04,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0.07,0.07,0,0,0.22,0,nd,0,0,nd,0,0,0.7,0,0.07,0,0.07,0,0,0
106,CAR-106,9,11,2004,2004-11-09,10.497,-64.665,Javier Gutierrez,500,17,2.99,2.43,13.79,nd,nd,nd,nd,0.06,0.06,0.71,0.12,0,1,0,nd,0,0,0,0.59,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0.12,0.06,0,0.06,0,0,nd,0,0,nd,0,0,0,0,0.06,0,0,0,0,0
106,CAR-106,9,11,2004,2004-11-09,10.497,-64.665,Javier Gutierrez,200,190.683,3.41,1.42,158.472,nd,nd,nd,nd,0,12.49,4.82183,6.24,0.48,2.41915,0.48,nd,0,0,nd,0.96,nd,nd,nd,nd,nd,nd,nd,nd,0.48,nd,0,0,2.4,0,0.96,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,0.48,nd
107,CAR-107,7,12,2004,2004-12-07,10.499,-64.668,Javier Gutierrez,500,25,1.95,0.47,15.79,nd,nd,nd,nd,0.16,2.37,2.21,0.49,0,1.06,0.16,nd,0,0,0,1.39,nd,nd,nd,nd,nd,0,nd,nd,0.8,nd,0,0,0,0.08,0.41,0,nd,0,0,nd,0,0,0.08,0.08,0.08,0,0,0,0.25,0
107,CAR-107,7,12,2004,2004-12-07,10.499,-64.668,Javier Gutierrez,200,325.825,5.8,1.98,284.121,nd,nd,nd,nd,0.97,0.97,7.75758,9.7,0,11.6364,0.97,nd,0,0,nd,0.97,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,1.94,0,0,0,0,0,nd,0.97,0,nd,0,0,5.82,0,0,0,0,nd,0,nd
108,CAR-108,11,1,2005,2005-01-11,10.49,-64.668,Javier Gutierrez,200,167.93,5.99,1.73,161.714,nd,nd,nd,nd,0,0,0.388727,1.55,0.78,0.777454,0.39,nd,0,0,nd,1.55,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,0.39,0,nd,0,0,nd,0,0,0.39,0,0,0,0,nd,0,nd
108,CAR-108,11,1,2005,2005-01-11,10.49,-64.668,Javier Gutierrez,500,31.18,2.96,1.1,22.17,nd,nd,nd,nd,0.31,1.07,1.58,0.36,3.15,0.05,0.41,nd,0.05,0,0,1.12,nd,nd,nd,nd,nd,0,nd,nd,0.1,nd,0.31,0.15,0,0,0.1,0,nd,0,0,nd,0,0,0,0,0,0,0,0,0.25,0
109,CAR-109,10,2,2005,2005-02-10,10.492,-64.657,Javier Gutierrez,200,97.622,9.76,2.2,88.692,nd,nd,nd,nd,1.67,0.56,0,5.58,0,0,1.12,nd,0,0,nd,0,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,0,nd
109,CAR-109,10,2,2005,2005-02-10,10.492,-64.657,Javier Gutierrez,500,42.36,7.09,1.64,37.98,nd,nd,nd,nd,0,0,0.48,0,0.89,0,1.78,nd,0.41,0,0,0.48,nd,nd,nd,nd,nd,0,nd,nd,0.07,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0,0,0,0,0,0,0
110,CAR-110,8,3,2005,2005-03-08,10.492,-64.667,Javier Gutierrez,200,374.617,13.71,2.93,336.08,nd,nd,nd,nd,0,1.7,1.7,11.9,17.57,0.566751,4.53,nd,0,0,nd,0.57,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,0,nd
110,CAR-110,8,3,2005,2005-03-08,10.492,-64.667,Javier Gutierrez,500,50.8,5.97,2.03,41.87,nd,nd,nd,nd,0.07,0.35,0.49,1.04,0.83,0.97,2.15,nd,0.07,0,0,2.15,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0,0.07,0,0.07,0.28,0,nd,0,0,nd,0,0,0,0,0.28,0,0,0,0.21,0
111,CAR-111,5,4,2005,2005-04-05,10.493,-64.668,Javier Gutierrez,200,270.599,10.88,2.48,229.154,nd,nd,nd,nd,0,3.38,5.07,0.85,0,6.76476,9.3,nd,0.85,0,nd,13.53,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,0.85,0,nd,0,0.85,nd,0,0,0,0,0,0,0,nd,0,nd
111,CAR-111,5,4,2005,2005-04-05,10.493,-64.668,Javier Gutierrez,500,66.18,7.48,3.01,49.85,nd,nd,nd,nd,0,1.76,0.44,0.44,0,2.65,2.21,nd,0,0,0,7.6,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0.44,0,0.88,0,0.44,0,nd,0,0,nd,0,0,0,0,0,0,0,0,0,0
112,CAR-112,10,5,2005,2005-05-10,10.492,-64.66,Javier Gutierrez,200,220.22,9.89,2.42,209.03,nd,nd,nd,nd,0,0,0,0,0,8.38958,1.4,nd,0,0,nd,0,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0.7,0,0,0.7,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,0,nd
112,CAR-112,10,5,2005,2005-05-10,10.492,-64.66,Javier Gutierrez,500,65.16,6.4,2.02,59.2,nd,nd,nd,nd,0.74,0,1.86,0,0,0,1.86,nd,0,0,0,0.37,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0,0,0,0.37,0.74,0,nd,0,0,nd,0,0,0,0,0,0,0,0,0,0
113,CAR-113,14,6,2005,2005-06-14,10.496,-64.667,Javier Gutierrez,200,563.809,6.15,1.56,512.346,nd,nd,nd,nd,1.03,0,6.17284,17.49,9.26,0,2.06,nd,0,0,nd,4.12,nd,nd,nd,nd,nd,nd,nd,nd,1.03,nd,0,0,0,0,4.12,0,nd,0,1.03,nd,0,0,4.12,0,1.03,0,0,nd,0,nd
113,CAR-113,14,6,2005,2005-06-14,10.496,-64.667,Javier Gutierrez,500,61.7,6.04,2.53,54.32,nd,nd,nd,nd,0.49,0,0.99,0.49,0.49,0,2.47,nd,0,0,0,1.98,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0.49,0,0,0,0,0,0,0
114,CAR-114,12,7,2005,2005-07-12,10.501,-64.664,Javier Gutierrez,200,290.976,8.19,1.9,265.946,nd,nd,nd,nd,2.78,0,2.77992,0,6.49,0,5.56,nd,0,0,nd,1.85,nd,nd,nd,nd,nd,nd,nd,nd,3.71,nd,0,0,0,0,0.93,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,0.93,nd
114,CAR-114,12,7,2005,2005-07-12,10.501,-64.664,Javier Gutierrez,500,50.18,3.07,1.66,4.47,nd,nd,nd,nd,0,1.18,0.73,0.45,1.72,2.36,1.27,nd,0,0,0,0.82,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0,0.45,0,0,0,0.73,0
115,CAR-115,10,8,2005,2005-08-10,10.5,-64.665,Javier Gutierrez,500,71.7,2.03,0.47,58.88,nd,nd,nd,nd,0.84,1.13,0.84,1.31,1.5,1.03,3.94,nd,0,0,0,1.5,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0,0,0,0,0.28,0,nd,0,0,nd,0,0,0,0,0.28,0,0,0,0.19,0
115,CAR-115,10,8,2005,2005-08-10,10.5,-64.665,Javier Gutierrez,200,505.31,5.62,0.86,451.875,nd,nd,nd,nd,0,0,5.625,6.56,15,0,11.25,nd,0,0,nd,8.44,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0,3.75,0,0,nd,2.81,nd
117,CAR-117,15,12,2005,2005-12-15,10.4961,-64.6705,Javier Gutierrez,500,62.34,4.46,nd,48.16,nd,nd,nd,nd,1.06,0.62,2.39,0,2.12,2.12,0,nd,0,0,0,1.6,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0.18,0,3.71,0.09,0,0,nd,0,0,nd,0,0,0,0,0,0,0,0,0.53,0
117,CAR-117,15,12,2005,2005-12-15,10.4961,-64.6705,Javier Gutierrez,200,489.355,10.68,nd,410.954,nd,nd,nd,nd,0.86,0,9.47692,21.54,13.78,12.9238,0,nd,0,0,nd,10.34,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,3.45,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,6.03,nd
118,CAR-118,12,1,2006,2006-01-12,10.498,-64.67,Javier Gutierrez,500,66.37,7.5,2.57,58.99,nd,nd,nd,nd,0,0,3.07,0.26,0,0.61,1.4,nd,0.35,0,0,0.97,nd,nd,nd,nd,nd,0,nd,nd,0.18,nd,0.18,0,0,0,0.26,0,nd,0.09,0,nd,0,0,0,0,0,0,0,0,0,0
118,CAR-118,12,1,2006,2006-01-12,10.498,-64.67,Javier Gutierrez,200,496.938,17.54,7.09,440.84,nd,nd,nd,nd,1.6,1.6,28.05,0,8.82,9.61833,4.81,nd,0,0,nd,1.6,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,0,nd
119,CAR-119,7,2,2006,2006-02-07,10.498,-64.667,Javier Gutierrez,200,383.514,19.3,5.51,351,nd,nd,nd,nd,0,1.86,8.35714,5.57,0,1.85714,2.79,nd,0,0,nd,2.79,nd,nd,nd,nd,nd,nd,nd,nd,7.43,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0.93,0,0,0.93,nd,0,nd
119,CAR-119,7,2,2006,2006-02-07,10.498,-64.667,Javier Gutierrez,500,55.05,10.45,4.87,47.44,nd,nd,nd,nd,0,0.86,1.14,1.33,0,0.67,1.14,nd,0,0,0,1.5,nd,nd,nd,nd,nd,0.1,nd,nd,0.67,nd,0,0,0,0,0,0,nd,0.1,0,nd,0,0,0,0.29,0,0,0,0,0.48,0
120,CAR-120,16,3,2006,2006-03-16,10.493,-64.672,Javier Gutierrez,200,549.235,12.22,3.47,474.435,nd,nd,nd,nd,0,4.27,3.21,0,14.96,29.9194,4.27,nd,3.21,0,nd,11.75,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,1.07,0,0,0,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,2.14,nd
120,CAR-120,16,3,2006,2006-03-16,10.493,-64.672,Javier Gutierrez,500,75.25,12.62,5.38,64.52,nd,nd,nd,nd,0.62,0.83,1.24,0.31,1.24,1.65,1.65,nd,0.21,0,0,1.65,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0,0.41,0,0,0,0,nd,0.1,0,nd,0,0,0,0,0.1,0,0,0,0.72,0
121,CAR-121,4,4,2006,2006-04-04,10.497,-64.668,Javier Gutierrez,200,609.863,17.66,4.52,569.19,nd,nd,nd,nd,0,4.07,13.5521,2.71,4.07,8.13129,1.36,nd,0,0,nd,6.78,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,0,0,0,0,0,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,0,nd
121,CAR-121,4,4,2006,2006-04-04,10.497,-64.668,Javier Gutierrez,500,91.4,7.23,2.14,81,nd,nd,nd,nd,0,0.83,2.36,0.69,1.53,1.66,0.83,nd,0.42,0,0,0.97,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0,0,0,0.28,0.83,0,nd,0,0,nd,0,0,0,0,0,0,0,0,0,0
122,CAR-122,10,5,2006,2006-05-10,10.499,-64.663,Javier Gutierrez,200,217.43,14,7.3,178.78,nd,nd,nd,nd,1.93,0,5.8,5.8,0,6.76,2.9,nd,0,0,nd,5.8,nd,nd,nd,nd,nd,nd,nd,nd,1.93,nd,0,0,0,0,0,0,nd,0,0,nd,5.8,0,0,0,0,0,0,nd,1.93,nd
122,CAR-122,10,5,2006,2006-05-10,10.499,-64.663,Javier Gutierrez,500,28.15,7.97,0.4,23.18,nd,nd,nd,nd,0.3,0.7,0.6,0.3,0.2,1.19,0.8,nd,0,0,0,0.3,nd,nd,nd,nd,nd,0.2,nd,nd,0,nd,0,0,0,0,0.2,0,nd,0,0,nd,0,0,0,0,0,0,0,0,0.2,0
123,CAR-123,6,6,2006,2006-06-06,10.499,-64.667,Javier Gutierrez,200,215.814,10,nd,183.169,nd,nd,nd,nd,1.33,3.33,1.99824,0,0,6.66677,2.66,nd,0,0,nd,4,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,1.33,0,0,0,0,0,nd,0,0,nd,0,0,7.33,0,4,0,0,nd,0,nd
123,CAR-123,6,6,2006,2006-06-06,10.499,-64.667,Javier Gutierrez,500,28,2.53,nd,20.72,nd,nd,nd,nd,0.39,0.65,0.65,0,0,1.11,0.78,nd,0.78,0,0,0.78,nd,nd,nd,nd,nd,0,nd,nd,0.13,nd,0,0.13,0,0,0.07,0,nd,0,0,nd,0,0,0.46,0,0.78,0,0,0,0.26,0
124,CAR-124,4,7,2006,2006-07-04,10.495,-64.655,Javier Gutierrez,200,169.654,4,1,129.811,nd,nd,nd,nd,1.81,4.83,3.62264,1.81,3.62,0,8.45,nd,1.81,0,nd,7.25,nd,nd,nd,nd,nd,nd,nd,nd,0.6,nd,1.21,0,0,0,1.21,0,nd,0,0,nd,0,0,0,0,0,0,0,nd,3.62,nd
124,CAR-124,4,7,2006,2006-07-04,10.495,-64.655,Javier Gutierrez,500,20,1.3,0.3,16.25,nd,nd,nd,nd,0.35,0.35,0.35,0.12,0.18,0.41,0.99,nd,0.18,0,0,0.29,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0.06,0,0,0,0,0,nd,0.06,0.06,nd,0,0,0,0,0,0,0,0,0.18,0
125,CAR-125,3,8,2006,2006-08-03,10.5,-64.666,Javier Gutierrez,500,60,8.4,nd,52.58,nd,nd,nd,nd,0.38,0,0.66,0.75,1.13,0,2.07,nd,0.66,0,0,0,nd,nd,nd,nd,nd,0,nd,nd,0,nd,0.38,0,0,0,0.28,0,nd,0,0.09,nd,0,0,0,0,0,0,0,0,0.38,0
125,CAR-125,3,8,2006,2006-08-03,10.5,-64.666,Javier Gutierrez,200,441.601,15.7,nd,370.49,nd,nd,nd,nd,5.61,2.81,5.61356,5.61,11.23,11.2271,7.48,nd,5.61,0,nd,4.68,nd,nd,nd,nd,nd,nd,nd,nd,0.94,nd,4.68,0,0,0.94,1.87,0,nd,0,0.94,nd,0,0,0,0,0,0,0,nd,1.87,nd
126,CAR-126,12,9,2006,2006-09-12,10.497,-64.667,Javier Gutierrez,500,37,10.5,nd,29.61,nd,nd,nd,nd,0.34,0.62,0.27,0.96,0.41,0.48,0.82,nd,0.41,0,0,0.75,nd,nd,nd,nd,nd,0,nd,nd,0.07,nd,0.14,0,0,0.07,0.14,0,nd,0.07,0,nd,0,0,0.62,0,0.14,0,0,0,0.21,0
126,CAR-126,12,9,2006,2006-09-12,10.497,-64.667,Javier Gutierrez,200,304.514,12.67,nd,258.07,nd,nd,nd,nd,0,0,4.64392,4.64,0,7.96,3.98,nd,0,1.33,nd,8.62,nd,nd,nd,nd,nd,nd,nd,nd,0.66,nd,0,0,0,0,1.33,0,nd,0,0,nd,0,0,5.31,0,3.32,0,3.32,nd,1.33,nd
127,CAR-127,10,10,2006,2006-10-10,10.486,-64.669,Luis Gonzalez,500,217.413,9.96,nd,148.69,nd,nd,nd,nd,0.97,0.97,6.44,6.5,4.29,18.25,2.95,0,0.43,0,0,4.56,0,0,0,0,0,0,0,0,0.21,0,0.11,1.18,0,0.54,0.43,0,0,0,0,0,0,0,4.03,1.18,2,0,9.39,0,4.29,0
127,CAR-127,10,10,2006,2006-10-10,10.486,-64.669,Luis Gonzalez,200,2476.51,8.04,nd,2270.65,nd,nd,nd,nd,4.29,0.54,5.9,9.66,32.21,10.1991,11.81,0,1.61,0,0,2.15,0,0,1.61,0.54,0,0,0,0,10.2,1.07,0,0,0,0,3.22,0,0,0,0,0,0,0.54,72.47,0,1.07,0,33.55,0,2.68,0
128,CAR-128,2,11,2006,2006-11-02,10.497,-64.668,Luis Gonzalez,200,542.669,6.32,nd,371.066,304.333,50.5999,16.1333,0,0,0,4.4,1.46666,2.93333,45.4666,2.93333,0,0,0,0,79.1998,4.4,68.93,1.47,0,2.93,0,1.47,0,7.33332,0,0,0,0,0,5.86665,0,0,0,0,0,0,0,11.7334,0,0,0,0,0,0,0.54
128,CAR-128,2,11,2006,2006-11-02,10.497,-64.668,Luis Gonzalez,500,80.6665,3.25,nd,36.18,32.76,3.42,0,0,0.49,0,5.13,0,0.98,26.4,1.22,0,0.49,0,0,2.69,0,0,0,0,2.2,0,0.49,0,0,0,0,2.2,0,0.49,0.98,0,0,0,0,0,0,0,1.96,0.977776,0.49,0,0,0,0,0
129,CAR-129,5,12,2006,2006-12-05,10.497,-64.665,Luis Gonzalez,200,861.718,7.33,7.32915,566.231,247.08,319.151,0,0,0,0.686347,1.37269,1.37269,18.5314,13.7269,1.37269,0,0.686347,0,0,192.52,8.24,180.167,0,0.686347,2.06,1.37269,0,0,4.11881,0,0,0,0,0,2.74539,1.37269,0.69,0,0,0,0,14.4133,26.08,0.686347,2.06,0,0,0,0,0
129,CAR-129,5,12,2006,2006-12-05,10.497,-64.665,Luis Gonzalez,500,79.8908,3.39,1.09225,39.26,35.69,3.57,0,0,0,0,3.02,0.27,0.55,16.47,1.65,0,0,0,0,2.75,0,0,0,0,0.82,0,1.92,0,1.1,0,0.27,1.1,0,0.549077,0.82,0.27,0,0,0,0,0,0.55,5.49,4.94,0.82,0,0,0,0,0
130,CAR-130,6,2,2007,2007-02-06,10.496,-64.668,Luis Gonzalez,200,1334.42,18.17,18.1709,728.612,337.34,350.796,40.4765,0,0.9,0,33.734,8.99477,58.4662,2.69843,4.49739,0.899477,0.899477,0,0,403.865,49.47,346.299,1.8,3.59799,0,0,2.7,0,2.69843,0.9,1.79895,4.49739,0,0,5.39686,1.79895,0,0,6.29634,0,0,0.899477,2.69843,3.59799,2.69843,0,0,0,0,0.686347
130,CAR-130,6,2,2007,2007-02-06,10.496,-64.668,Luis Gonzalez,500,96.6039,9,5.01333,43.72,38.86,4.86,0,0,0.54,1.62,1.79,11.87,1.62,0,4.32,0,0.54,0,1.62,4.86,0.54,1.08,0.54,0,0.54,0,1.62,0.54,1.08,0,0.54,3.24,0,0,1.08,0,0.54,0,0,0,0,0.54,1.08,3.78,3.24,0,0,0,0,0
131,CAR-131,6,3,2007,2007-03-06,10.5,-64.668,Luis Gonzalez,200,269.512,8.34,8.33606,225.2,112.994,111.422,0.784655,0,0.39,4.71,5.49259,3.13862,1.56932,1.17698,0.784655,0.392328,0,0,0,3.92328,0,0.784655,0.39,1.56932,0.39,0,0.39,0.39,0.784655,0,0,0.392328,0,0.392328,0,0.392328,0.39,0,0.392328,0,0,0.392328,15.6932,0,0.392328,0,0,0,0,0
131,CAR-131,6,3,2007,2007-03-06,10.5,-64.668,Luis Gonzalez,500,175.135,9.65,5.02294,146.13,145.01,1.12,0,0,0.37,2.06,14.97,3.37,0.56,0.19,0,0,0.37,0,0,0.94,0,0.19,0,0,0,0,0.75,0,0.37,0,0,0.94,0,0,0.19,0,0.19,0,0,0,0,0,3.18,0.37,0.56,0,0,0,0,0
133,CAR-133,8,5,2007,2007-05-08,10.497,-64.666,Luis Gonzalez,200,630.935,14.55,14.5506,296.347,255.517,33.6147,7.21466,0,0,1.2,9.61948,0,18.3652,16.8348,4.81,0,1.2,0,0,247.701,3.61,240.49,0,0,1.2,0,2.4,0,3.61,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,14.4292,1.2,6.01,0,0,0,0,0.392328
133,CAR-133,8,5,2007,2007-05-08,10.497,-64.666,Luis Gonzalez,500,145.359,9.11,3.36259,95.3831,86.24,9.14,0,0,1.14,0,6.57,0,6.28,22.28,6.85,0,0.57,0,0.86,2.28,0,0,0,0,0.29,0,1.71,0.29,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0.86,0,1.71,0,0,0,0,0
134,CAR-134,5,6,2007,2007-06-05,10.496,-64.672,Luis Gonzalez,200,898.777,9.56,3.05309,509.239,279.762,216.02,13.457,0,0,1.41652,6.37432,0,23.3725,11.3321,3.54129,0,0.71,0,0,315.175,2.12,308.09,2.12,0,1.42,0,0,1.42,2.83332,0,0.71,0,0,0,0.71,0,0,2.12477,0.71,0,0,1.41652,10.62,0,1.41652,0,0,0,0,0
134,CAR-134,5,6,2007,2007-06-05,10.496,-64.672,Luis Gonzalez,500,66.4115,5.81,2.30069,52.44,48.75,3.16,0.53,0,0.53,0,1.84,0,2.64,2.9,1.58,0,1.05,0,0.79,0.53,0,0,0,0,0.26,0,0.26,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.53,0.26,0.53,0,0,0,0,0
135,CAR-135,3,7,2007,2007-07-03,10.4997,-64.6669,Luis Gonzalez,200,1360.84,16.78,3.67705,729.655,502.92,226.316,0.419137,0,0,0,2.51462,2.93373,9.22283,2.1,4.19137,0,0,0,2.9337261154229024,403.178,129.92,201.17,0.84,22.6316,1.68,0,0.84,46.1,0.838275,0.42,0,0,0,0,0.838275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,CAR-135,3,7,2007,2007-07-03,10.4997,-64.6669,Luis Gonzalez,500,185.663,9.94,2.75839,134.12,128.25,5.87,0,0,0,0,1.68,1.68,2.1,3.35283,10.9,0,0,0,16.76,13.83,0.84,0,0.42,0,6.29,0,1.68,4.61,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0
136,CAR-136,7,8,2007,2007-08-07,10.4982,-64.6647,Luis Gonzalez,500,194.429,10.19,3.00405,143.52,121.75,21.4,0.37,0,1.11,0.37,8.12,1.11,2.58,7.38,0,0,0.74,0,2.95,16.23,0,8.12,0,0,1.84,0,5.53,0.74,0.37,0,0,0.37,0,0,0.37,0,0,0,0,0,0,0,8.85,0,0.37,0,0,0,0,0
136,CAR-136,7,8,2007,2007-08-07,10.4982,-64.6647,Luis Gonzalez,200,1120.9,16.24,3.39461,792.103,571.849,219.516,0.73787,0,0.74,0,5.16587,1.47574,12.5438,2.21369,1.47574,0,0.73787,0,0.73786955178752,248.662,4.43,239.876,0,0.73787,0.74,0,2.21,0.74,0.73787,0,0,0.73787,0,0,0.73787,0,0,0,0,0,0,0,42.4275,0,1.47574,0,0,0,0,0
138,CAR-138,9,10,2007,2007-10-09,10.4995,-64.6653,Luis Gonzalez,200,601.812,4.89,0.690803,492.381,241.363,245.118,5.89999,0,0,0,1.07,2.14545,8.05,11.2636,0,0,0,0,0.5363637524248,60.0727,1.61,56.3181,0,0,0.54,0,1.07,0.54,2.14545,0,0,0,0,0.536364,6.97272,0,0,0,0,0,0,5.89999,6.43636,0,0.536364,0,0,0,0,0
138,CAR-138,9,10,2007,2007-10-09,10.4995,-64.6653,Luis Gonzalez,500,22.2054,1.66,0.393027,7.24,2.25,4.99,0,0,0.16,0,2.9,0.16,0.64,3.86,0.16,0,0,0,0.16,0.48,0,0,0,0,0,0,0.32,0.32,0,0,0,0.16,0,0.48,1.45,0,0,0,0.16,0,0,0.16,1.77,0.16,1.45,0,0,0,0,0
140,CAR-140,11,12,2007,2007-12-11,10.5027,-64.6693,Luis Gonzalez,500,40.7586,3.66,1.04753,36.28,35.33,0.95,0,0,0.09,0,0.69,0.09,0.17,0.34,0.17,0,0,0,0.43,0.69,0,0,0,0,0.52,0,0.17,0,0.09,0,0,0.6,0,0,0.43,0,0,0,0,0,0,0,0.17,0.52,0,0,0,0,0,0
140,CAR-140,11,12,2007,2007-12-11,10.5027,-64.6693,Luis Gonzalez,200,328.304,7.18,2.26102,223.185,117.192,105.132,0.86173,0,0,0,2.58519,2.58519,12.9255,5.17218,1.72346,0,0,0,0,47.3937,0.86,43.9469,0,0,0,0,1.72,0.86,0.86173,0,0.86173,1.72346,0,0,6.03,0,0,0,0,0,0,18.1,1.72346,0,0,0,0,0,0,0
141,CAR-141,10,1,2008,2008-01-10,10.496,-64.6647,Luis Gonzalez,200,809.497,19.21,5.33352,466.05,222.77,230.66,12.62,0,0,0,3.15433,1.57717,28.389,61.1152,1.57717,0,0.788583,0,0.788582834633549,182.163,10.25,161.659,0.79,7.88583,0.79,0,0.79,0,6.31,2.37,0.788583,1.57717,0,3.94291,11.04,0,0,0,3.94291,0,0,5.52798,7.88583,0,0,0,0,0,0,0
141,CAR-141,10,1,2008,2008-01-10,10.496,-64.6647,Luis Gonzalez,500,118.485,11.06,4.13758,74.52,68.21,6.31,0,0,0.39,1.58,9.46,0.79,2.76,12.62,2.37,0,0.59,0,0,0.2,0,7.1,0,0,0.2,0,0,0,0,0,0.39,0.99,0,0.2,1.97,0,0,0,0,0,0,0.59,0,0,1.97146,0,0,0,0,0
142,CAR-142,12,2,2008,2008-02-12,10.4993,-64.6687,Luis Gonzalez,500,179.825,10.99,4.11995,159.32,158.22,1.1,0,0,0,0.28,5.92,0.14,2.48,3.85,1.51,0,0.41,0,0.41,1.79,0,0,0,0,0.96,0,0.83,0,0.14,0,0.28,1.65,0,0.41,0.28,0,0,0,0,0.28,0,0,0.28,0.41,0,0,0,0,0,0
142,CAR-142,12,2,2008,2008-02-12,10.4993,-64.6687,Luis Gonzalez,200,996.112,19.36,4.93782,679.67,295.81,378.36,5.5,0,0,0,8.25519,1.37586,20.64,24.7656,2.75173,0,1.37586,0,0,163.728,2.75,158.224,0,0,0,0,2.75,0,8.25519,0,1.37586,4.12759,0,4.12759,17.8862,0,0,0,5.5,0,0,30.27,15.1346,1.37586,0,0,0,0,0,0
143,CAR-143,11,3,2008,2008-03-11,10.4992,-64.6677,Luis Gonzalez,500,266.133,10.23,2.12046,204.442,204.442,0,0,0,2.87,0.72,21.52,2.87,1.43,2.87,0,0,0,0,0.72,14.3468,7.17,3.59,0,0,0.72,0,2.87,0,0,0,0,5.2,0,0,1.43,0,0,0,0,0,3.5867,0.72,2.87,2.87,1.43,0,0,0,0,0
